,GeoName,Year,Real GDP per capita,log GDP per capita
131,RO,2004,4970.0,8.511175119090675
132,SE,2004,37160.0,10.522988192927775
133,SI,2004,15860.0,9.671555495188839
134,SK,2004,9360.0,9.144200569471638
135,AT,2005,33500.0,10.419300717813158
136,BE,2005,32200.0,10.3797217315325
137,BG,2005,4170.0,8.335671314792847
138,CY,2005,23050.0,10.045421048424794
139,CZ,2005,13810.0,9.533148246403337
140,DE,2005,30320.0,10.319562839756308
141,DK,2005,44580.0,10.70504060693986
142,EE,2005,11070.0,9.311994025702683
143,EL,2005,20740.0,9.939819481783518
144,ES,2005,23600.0,10.069001991013701
145,FI,2005,34250.0,10.441441843690372
146,FR,2005,30250.0,10.317251463458987
147,HR,2005,10310.0,9.240869577011006
148,HU,2005,9940.0,9.20432229965062
149,IE,2005,39500.0,10.584055950889214
150,IT,2005,28300.0,10.25061708363133
151,LT,2005,7950.0,8.980927207648378
152,LU,2005,79370.0,11.281875742084921
153,LV,2005,8210.0,9.013108202446475
154,MT,2005,14450.0,9.578449693540579
155,NL,2005,36750.0,10.511893504640982
156,PL,2005,7550.0,8.92930284224307
157,PT,2005,16630.0,9.718963572186974
158,RO,2005,5230.0,8.56216655705897
159,SE,2005,38060.0,10.546919140850141
160,SI,2005,16440.0,9.70747266861017
161,SK,2005,9970.0,9.207335862955883
162,AT,2006,34410.0,10.446102498791525
163,BE,2006,32800.0,10.398183794372235
164,BG,2006,4480.0,8.40737832540903
165,CY,2006,23740.0,10.07491666816366
166,CZ,2006,14680.0,9.594241302168507
167,DE,2006,31550.0,10.35932886796936
168,DK,2006,46120.0,10.739001974382996
169,EE,2006,12230.0,9.411647228681218
170,EL,2006,21840.0,9.991498429858842
171,ES,2006,24160.0,10.092453652048752
172,FI,2006,35490.0,10.477006245640542
173,FR,2006,30870.0,10.337540117496205
174,HR,2006,10830.0,9.290075339995036
175,HU,2006,10350.0,9.244741798693514
176,IE,2006,40400.0,10.606585063949241
177,IT,2006,28690.0,10.26430390897541
178,LT,2006,8680.0,9.068776807654396
179,LU,2006,82860.0,11.324907715631392
180,LV,2006,9280.0,9.135616825780247
181,MT,2006,14740.0,9.598320165743328
182,NL,2006,37990.0,10.54507824618167
183,PL,2006,8020.0,8.98969370086056
184,PT,2006,16860.0,9.732699231555847
185,RO,2006,5690.0,8.646465527120377
186,SE,2006,39590.0,10.586331840100176
187,SI,2006,17350.0,9.761347785375005
188,SK,2006,10800.0,9.287301413112312
189,AT,2007,35600.0,10.480100916840122
190,BE,2007,33760.0,10.427031948709894
191,BG,2007,4800.0,8.476371196895983
192,CY,2007,24420.0,10.103157747664696
193,CZ,2007,15400.0,9.642122788401721
194,DE,2007,32540.0,10.390225380773028
195,DK,2007,46380.0,10.744623610809523
196,EE,2007,13230.0,9.490242257109001
197,EL,2007,22500.0,10.021270588192511
198,ES,2007,24530.0,10.107652137252535
199,FI,2007,37220.0,10.524601530196241
200,FR,2007,31460.0,10.356472176612268
201,HR,2007,11380.0,9.339612707680322
202,HU,2007,10400.0,9.249561085129464
203,IE,2007,41290.0,10.628375618880137
204,IT,2007,28940.0,10.272980000185475
205,LT,2007,9760.0,9.186047679407139
206,LU,2007,88120.0,11.38645480091628
207,LV,2007,10280.0,9.237955539009157
208,MT,2007,15430.0,9.644068945357207
209,NL,2007,39380.0,10.581013352193116
210,PL,2007,8570.0,9.056023011591826
211,PT,2007,17250.0,9.755567422459507
212,RO,2007,6190.0,8.730690365678642
213,SE,2007,40590.0,10.611277009832943
214,SI,2007,18490.0,9.82498532438117
215,SK,2007,11960.0,9.389323027504624
216,AT,2008,36000.0,10.491274217438248
217,BE,2008,33640.0,10.423471114086885
218,BG,2008,5120.0,8.540909718033554
219,CY,2008,24680.0,10.113748478019325
220,CZ,2008,15640.0,9.657587014099303
221,DE,2008,32930.0,10.40213937537041
222,DK,2008,45910.0,10.734438237243268
223,EE,2008,12590.0,9.440658127038393
224,EL,2008,22370.0,10.015476054484175
225,ES,2008,24320.0,10.099054336080103
226,FI,2008,37340.0,10.527820417095713
227,FR,2008,31410.0,10.354881592532692
228,HR,2008,11610.0,9.359622074691938
229,HU,2008,10520.0,9.261033486291701
230,IE,2008,38590.0,10.560748454531664
231,IT,2008,28420.0,10.254848401651092
232,LT,2008,10110.0,9.221280312014517
233,LU,2008,86330.0,11.365932441229567
234,LV,2008,10050.0,9.215327913487222
235,MT,2008,16000.0,9.680344001221918
236,NL,2008,40060.0,10.59813360921981
237,PL,2008,8940.0,9.09829086816756
238,PT,2008,17280.0,9.757305042358047
239,RO,2008,6880.0,8.836373930927389
240,SE,2008,39900.0,10.594131602877955
241,SI,2008,19080.0,9.856395945002278
242,SK,2008,12610.0,9.442245428958966
243,AT,2009,34630.0,10.452475637396468
244,BE,2009,32700.0,10.395130356885344
245,BG,2009,4970.0,8.511175119090675
246,CY,2009,23550.0,10.066881099444563
247,CZ,2009,14800.0,9.602382459752207
248,DE,2009,31210.0,10.348493835264826
249,DK,2009,43390.0,10.677984278792396
250,EE,2009,10770.0,9.284519770150434
251,EL,2009,21350.0,9.96880701865677
252,ES,2009,23210.0,10.052338499268483
253,FI,2009,34160.0,10.438810647902507
254,FR,2009,30370.0,10.321210558039795
255,HR,2009,10790.0,9.28637505825218
256,HU,2009,9830.0,9.193194213141211
257,IE,2009,36280.0,10.499021904229073
258,IT,2009,26760.0,10.194663514242166
259,LT,2009,8710.0,9.072227069846548
260,LU,2009,82020.0,11.31471839894605
261,LV,2009,8760.0,9.077951183930438
262,MT,2009,15660.0,9.658864969544794
263,NL,2009,38390.0,10.555552287994843
264,PL,2009,9090.0,9.114930187171524
265,PT,2009,16730.0,9.72495879398087
266,RO,2009,6550.0,8.787220328629298
267,SE,2009,37880.0,10.542178547300015
268,SI,2009,17460.0,9.767667829393593
269,SK,2009,11890.0,9.383452989684827
270,AT,2010,35170.0,10.467948725468029
271,BE,2010,33330.0,10.414213171301785
272,BG,2010,5080.0,8.533066540572527
273,CY,2010,23460.0,10.063052122207466
274,CZ,2010,15170.0,9.627075072342578
275,DE,2010,32590.0,10.391760771831608
276,DK,2010,43880.0,10.689213914389166
277,EE,2010,11060.0,9.311090275076326
278,EL,2010,20150.0,9.91095956737483
279,ES,2010,23130.0,10.048885755225484
280,FI,2010,35080.0,10.46538644648612
281,FR,2010,30830.0,10.336243520880195
282,HR,2010,10680.0,9.276128112514186
283,HU,2010,9960.0,9.206332350578643
284,IE,2010,36720.0,10.511076844734427
285,IT,2010,27050.0,10.205442284274628
286,LT,2010,8930.0,9.097171673870545
287,LU,2010,83550.0,11.33320053402354
288,LV,2010,8550.0,9.053686561930807
289,MT,2010,16550.0,9.71414138080521
290,NL,2010,38700.0,10.563594879017874
291,PL,2010,9370.0,9.145268375232467
292,PT,2010,17010.0,9.741556685389908
293,RO,2010,6340.0,8.754634047431272
294,SE,2010,39710.0,10.589358324125298
295,SI,2010,17600.0,9.775654181026242
296,SK,2010,12660.0,9.446202695698167
297,AT,2011,36080.0,10.49349397417656
298,BE,2011,33460.0,10.418105974540815
299,BG,2011,5320.0,8.57922858233569
300,CY,2011,22970.0,10.041944295683145
301,CZ,2011,15470.0,9.646657943567112
302,DE,2011,33810.0,10.428511895701932
303,DK,2011,44270.0,10.698062525726186
304,EE,2011,11930.0,9.386811515091962
305,EL,2011,18130.0,9.805323303748898
306,ES,2011,22900.0,10.03889218954233
307,FI,2011,35750.0,10.484305548122153
308,FR,2011,31430.0,10.355518129791614
309,HR,2011,10710.0,9.278933163441794
310,HU,2011,10180.0,9.228180290104513
311,IE,2011,37170.0,10.523257263291297
312,IT,2011,27140.0,10.20876393338886
313,LT,2011,9710.0,9.18091156128537
314,LU,2011,82490.0,11.320432352854777
315,LV,2011,8940.0,9.09829086816756
316,MT,2011,16640.0,9.719564714375199
317,NL,2011,39200.0,10.576432025778553
318,PL,2011,9860.0,9.19624144759668
319,PT,2011,16730.0,9.72495879398087
320,RO,2011,6650.0,8.8023721336499
321,SE,2011,40660.0,10.613000087182337
322,SI,2011,17680.0,9.780189336191635
323,SK,2011,13080.0,9.47883962501119
324,AT,2012,36140.0,10.49515556414622
325,BE,2012,33490.0,10.41900216578825
326,BG,2012,5390.0,8.592300663903043
327,CY,2012,21840.0,9.991498429858842
328,CZ,2012,15330.0,9.63756697186586
329,DE,2012,33910.0,10.431465235119685
330,DK,2012,44110.0,10.694441793098985
331,EE,2012,12410.0,9.426257878198653
332,EL,2012,16940.0,9.737432968206045
333,ES,2012,22240.0,10.009647748364518
334,FI,2012,35040.0,10.464245545050328
335,FR,2012,31340.0,10.352650515910012
336,HR,2012,10490.0,9.258177701390343
337,HU,2012,10090.0,9.219300113347655
338,IE,2012,36870.0,10.51515349122819
339,IT,2012,26220.0,10.174277757317691
340,LT,2012,10270.0,9.236982302922604
341,LU,2012,81940.0,11.313742551100862
342,LV,2012,9680.0,9.177817180270623
343,MT,2012,17190.0,9.752083098376895
344,NL,2012,38680.0,10.56307794956723
345,PL,2012,10010.0,9.211339872309265
346,PT,2012,16110.0,9.68719547617102
347,RO,2012,6810.0,8.826147399143558
348,SE,2012,40200.0,10.601622274607113
349,SI,2012,17130.0,9.748586591318166
350,SK,2012,13230.0,9.490242257109001
351,AT,2013,35840.0,10.486819867088867
352,BE,2013,33490.0,10.41900216578825
353,BG,2013,5390.0,8.592300663903043
354,CY,2013,20450.0,9.925738161470948
355,CZ,2013,15330.0,9.63756697186586
356,DE,2013,33950.0,10.432644132986843
357,DK,2013,44540.0,10.704142940811359
358,EE,2013,12680.0,9.447781227991216
359,EL,2013,16630.0,9.718963572186974
360,ES,2013,22000.0,9.998797732340453
361,FI,2013,34540.0,10.449873351700669
362,FR,2013,31430.0,10.355518129791614
363,HR,2013,10500.0,9.259130536145614
364,HU,2013,10330.0,9.242807562113684
365,IE,2013,37500.0,10.532096211958502
366,IT,2013,25690.0,10.15385709010393
367,LT,2013,10790.0,9.28637505825218
368,LU,2013,82400.0,11.319340715897564
369,LV,2013,9980.0,9.20833836930551
370,MT,2013,18030.0,9.799792316197363
371,NL,2013,38550.0,10.559711378991475
372,PL,2013,10080.0,9.21830854162536
373,PT,2013,16030.0,9.6822172456036
374,RO,2013,6860.0,8.83346272071993
375,SE,2013,40310.0,10.604354856111211
376,SI,2013,16960.0,9.738612909345894
377,SK,2013,13300.0,9.495519314209846
378,AT,2014,35830.0,10.486540810299
379,BE,2014,33870.0,10.430284945811817
380,BG,2014,5470.0,8.607033895416027
381,CY,2014,20310.0,9.91886865457443
382,CZ,2014,15670.0,9.659503335350067
383,DE,2014,34540.0,10.449873351700669
384,DK,2014,44870.0,10.71152469897003
385,EE,2014,13140.0,9.483416292038601
386,EL,2014,16830.0,9.730918287184851
387,ES,2014,22400.0,10.01681623784313
388,FI,2014,34220.0,10.440565547446184
389,FR,2014,31580.0,10.360279287809632
390,HR,2014,10510.0,9.260082463870997
391,HU,2014,10800.0,9.287301413112312
392,IE,2014,40710.0,10.614229041497024
393,IT,2014,25690.0,10.15385709010393
394,LT,2014,11290.0,9.331672657143708
395,LU,2014,82590.0,11.321643886804763
396,LV,2014,10270.0,9.236982302922604
397,MT,2014,19020.0,9.853246336099382
398,NL,2014,39030.0,10.57208586017466
399,PL,2014,10480.0,9.257223957875032
400,PT,2014,16240.0,9.69523261371567
401,RO,2014,7160.0,8.87626525995469
402,SE,2014,40820.0,10.616927436363836
403,SI,2014,17410.0,9.764800032762235
404,SK,2014,13640.0,9.520761931397454
405,AT,2015,35930.0,10.489327880107565
406,BE,2015,34360.0,10.444648376098192
407,BG,2015,5700.0,8.648221453822641
408,CY,2015,21120.0,9.957975737820197
409,CZ,2015,16440.0,9.70747266861017
410,DE,2015,34810.0,10.457659980805484
411,DK,2015,45500.0,10.725467604939041
412,EE,2015,13410.0,9.503755976275723
413,EL,2015,16900.0,9.735068900911164
414,ES,2015,23340.0,10.057923905840546
415,FI,2015,34270.0,10.442025614868655
416,FR,2015,31780.0,10.366592440090708
417,HR,2015,10850.0,9.291920358968605
418,HU,2015,11220.0,9.325453179076687
419,IE,2015,50270.0,10.82516375668662
420,IT,2015,25960.0,10.164312170818027
421,LT,2015,11710.0,9.368198456591763
422,LU,2015,82820.0,11.324424857099558
423,LV,2015,10760.0,9.283590833715776
424,MT,2015,20360.0,9.921327470664458
425,NL,2015,39680.0,10.58860256139881
426,PL,2015,10960.0,9.302007560502007
427,PT,2015,16560.0,9.71474542793925
428,RO,2015,7420.0,8.911934336161426
429,SE,2015,42170.0,10.649464346740606
430,SI,2015,17820.0,9.788076701024801
431,SK,2015,14340.0,9.57080811415361
432,AT,2016,36230.0,10.497642783889123
433,BE,2016,34620.0,10.4521868287302
434,BG,2016,5910.0,8.684401110400144
435,CY,2016,22410.0,10.017262566794972
436,CZ,2016,16860.0,9.732699231555847
437,DE,2016,35320.0,10.472204654717896
438,DK,2016,46520.0,10.747637606632601
439,EE,2016,13800.0,9.532423871145296
440,EL,2016,16890.0,9.734477009801846
441,ES,2016,24000.0,10.085809109330082
442,FI,2016,35060.0,10.464816158475225
443,FR,2016,31930.0,10.371301285708828
444,HR,2016,11340.0,9.336091577281744
445,HU,2016,11530.0,9.352707613263105
446,IE,2016,50280.0,10.825362662704183
447,IT,2016,26330.0,10.178464252490356
448,LT,2016,12160.0,9.405907155520158
449,LU,2016,84750.0,11.347461025242696
450,LV,2016,11110.0,9.315600882633676
451,MT,2016,20710.0,9.93837195438963
452,NL,2016,40430.0,10.607327362634816
453,PL,2016,11300.0,9.332558004700433
454,PT,2016,16930.0,9.736842475127181
455,RO,2016,7680.0,8.946374826141717
456,SE,2016,42630.0,10.660313509759256
457,SI,2016,18350.0,9.817384853482716
458,SK,2016,14590.0,9.588091641516831
459,AT,2017,36820.0,10.51379645478707
460,BE,2017,35050.0,10.464530892462736
461,BG,2017,6120.0,8.719317375506371
462,CY,2017,23470.0,10.063478288845069
463,CZ,2017,17720.0,9.782449224159071
464,DE,2017,36150.0,10.49543222758691
465,DK,2017,47640.0,10.771428023469236
466,EE,2017,14580.0,9.587406005562649
467,EL,2017,17110.0,9.747418366886238
468,ES,2017,24650.0,10.112532179470836
469,FI,2017,36130.0,10.494878824141686
470,FR,2017,32470.0,10.388071865096892
471,HR,2017,11840.0,9.379238908437996
472,HU,2017,12040.0,9.395989718862811
473,IE,2017,54540.0,10.90668965639958
474,IT,2017,26800.0,10.196157166498947
475,LT,2017,12880.0,9.463430999658344
476,LU,2017,84020.0,11.338810144723373
477,LV,2017,11590.0,9.357897936333798
478,MT,2017,22760.0,10.032759888240268
479,NL,2017,41310.0,10.62885988039081
480,PL,2017,11880.0,9.382611592916636
481,PT,2017,17520.0,9.771098364490383
482,RO,2017,8360.0,9.031213706078747
483,SE,2017,42820.0,10.664760562143673
484,SI,2017,19280.0,9.866823568164536
485,SK,2017,15000.0,9.615805480084347
486,AT,2018,37550.0,10.53342865719228
487,BE,2018,35510.0,10.477569625937134
488,BG,2018,6330.0,8.753055515138222
489,CY,2018,24500.0,10.106428396532818
490,CZ,2018,18200.0,9.809176873064887
491,DE,2018,36440.0,10.503422351373894
492,DK,2018,48290.0,10.784979778867587
493,EE,2018,15070.0,9.620461291620542
494,EL,2018,17430.0,9.765948138514066
495,ES,2018,25130.0,10.131817630537638
496,FI,2018,36510.0,10.505341474649683
497,FR,2018,32850.0,10.399707023912757
498,HR,2018,12310.0,9.4181672191785
499,HU,2018,12730.0,9.451716691551452
500,IE,2018,57820.0,10.965090015570338
501,IT,2018,27080.0,10.206550727026212
502,LT,2018,13630.0,9.520028524690579
503,LU,2018,83390.0,11.33128367708103
504,LV,2018,12140.0,9.40426106461349
505,MT,2018,23540.0,10.066456380814268
506,NL,2018,42000.0,10.645424897265505
507,PL,2018,12630.0,9.443830215344537
508,PT,2018,18040.0,9.800346793616615
509,RO,2018,8910.0,9.094929520464856
510,SE,2018,43130.0,10.671974089641889
511,SI,2018,20070.0,9.906981441790384
512,SK,2018,15580.0,9.65374331942474
513,AT,2019,38040.0,10.546393516659327
514,BE,2019,36110.0,10.494325114271504
515,BG,2019,6630.0,8.799360083179907
516,CY,2019,25510.0,10.146825811135857
517,CZ,2019,18820.0,9.842675413139371
518,DE,2019,36720.0,10.511076844734427
519,DK,2019,48920.0,10.797941589801109
520,EE,2019,15570.0,9.653101264828043
521,EL,2019,17780.0,9.785829509067895
522,ES,2019,25420.0,10.143291544743445
523,FI,2019,36970.0,10.517862051930678
524,FR,2019,33390.0,10.4160117329377
525,HR,2019,12810.0,9.45798139489078
526,HU,2019,13380.0,9.50151633368222
527,IE,2019,59800.0,10.998760939938723
528,IT,2019,27260.0,10.213175705250524
529,LT,2019,14300.0,9.568014816247999
530,LU,2019,84070.0,11.339405064129343
531,LV,2019,12300.0,9.417354541360508
532,MT,2019,23520.0,10.065606402012563
533,NL,2019,42680.0,10.66148570541569
534,PL,2019,13210.0,9.488729397516371
535,PT,2019,18500.0,9.825526011066415
536,RO,2019,9300.0,9.137769679141348
537,SE,2019,43790.0,10.687160759795445
538,SI,2019,20600.0,9.933046354777673
539,SK,2019,15960.0,9.6778408710038
540,AT,2020,35480.0,10.476724436423515
541,BE,2020,34050.0,10.435585311577658
542,BG,2020,6400.0,8.764053269347762
543,CY,2020,24350.0,10.100287128510736
544,CZ,2020,17900.0,9.792555991828847
545,DE,2020,35180.0,10.46823301829155
546,DK,2020,47940.0,10.777705507988376
547,EE,2020,15070.0,9.620461291620542
548,EL,2020,16150.0,9.689675328650802
549,ES,2020,22510.0,10.021714933900778
550,FI,2020,35990.0,10.490996401073076
551,FR,2020,30800.0,10.335269968961667
552,HR,2020,11770.0,9.373309200254322
553,HU,2020,12830.0,9.459541457609681
554,IE,2020,63220.0,11.054375985769608
555,IT,2020,24960.0,10.125029822483365
556,LT,2020,14310.0,9.568713872550497
557,LU,2020,82030.0,11.314840312996795
558,LV,2020,11940.0,9.387649386946594
559,MT,2020,22230.0,10.009198006958242
560,NL,2020,40800.0,10.616437360392252
561,PL,2020,12960.0,9.469622969906265
562,PT,2020,16940.0,9.737432968206045
563,RO,2020,9000.0,9.104979856318357
564,SE,2020,42600.0,10.659609532257463
565,SI,2020,19630.0,9.884814287270506
566,SK,2020,15400.0,9.642122788401721
567,AT,2021,37040.0,10.519753688760115
568,BE,2021,36260.0,10.498470484308841
569,BG,2021,6950.0,8.846496938558838
570,CY,2021,26520.0,10.185654444299798
571,CZ,2021,18620.0,9.831991550831058
572,DE,2021,36460.0,10.503971048232653
573,DK,2021,51260.0,10.844665999918062
574,EE,2021,16130.0,9.688436171119255
575,EL,2021,17600.0,9.775654181026242
576,ES,2021,24020.0,10.086642095633975
577,FI,2021,36900.0,10.515966830028619
578,FR,2021,32800.0,10.398183794372235
579,HR,2021,13610.0,9.518560095645512
580,HU,2021,13800.0,9.532423871145296
581,IE,2021,72670.0,11.193683923610681
582,IT,2021,27330.0,10.215740278922114
583,LT,2021,15240.0,9.631678829240638
584,LU,2021,86540.0,11.368362013778876
585,LV,2021,12870.0,9.462654300590172
586,MT,2021,25080.0,10.129825994746858
587,NL,2021,43140.0,10.672205919943147
588,PL,2021,13920.0,9.54108193388841
589,PT,2021,17840.0,9.789198406134
590,RO,2021,9600.0,9.169518377455928
591,SE,2021,44860.0,10.7113018080742
592,SI,2021,21230.0,9.963170554697301
593,SK,2021,16200.0,9.692766521220475
594,AT,2022,38560.0,10.559970748724481
595,BE,2022,37050.0,10.520023630724232
596,BG,2022,7680.0,8.946374826141717
597,CY,2022,27480.0,10.221213746336286
598,CZ,2022,18690.0,9.835743900449609
599,DE,2022,36690.0,10.510259517349327
600,DK,2022,51600.0,10.851276951469654
601,EE,2022,16120.0,9.68781601606062
602,EL,2022,18690.0,9.835743900449609
603,ES,2022,25270.0,10.13737320038224
604,FI,2022,37330.0,10.527552571908629
605,FR,2022,33540.0,10.4204940353772
606,HR,2022,14750.0,9.598998361767967
607,HU,2022,14430.0,9.577064651767916
608,IE,2022,77300.0,11.255449234575513
609,IT,2022,28670.0,10.263606558877415
610,LT,2022,15500.0,9.648595302907339
611,LU,2022,85850.0,11.360356866325622
612,LV,2022,13220.0,9.489486113405677
613,MT,2022,25450.0,10.144471021978669
614,NL,2022,44870.0,10.71152469897003
615,PL,2022,14780.0,9.601030194502194
616,PT,2022,18970.0,9.85061406292906
617,RO,2022,10030.0,9.21333588095598
618,SE,2022,45100.0,10.71663752549077
619,SI,2022,21790.0,9.989206427938665
620,SK,2022,16360.0,9.702594610156739
