"club","unit_name","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022"
"club1","LU",3.47364464467965,3.46663510067947,3.45922054368367,3.45244077066364,3.44872307151601,3.45108723780145,3.45599675094097,3.45600519442554,3.45197493023328,3.44231199534357,3.42609905366886,3.40583456120937,3.37833267970818,3.3388146011019,3.28850760761293,3.23274782951865,3.1730732715257,3.11794291428219,3.07298770111024,3.03533974278087,2.99602025800217,2.95361181319729
"club1","IE",1.63967927522912,1.65384671471222,1.66415804873274,1.66786635680295,1.6604098748332,1.6392550612586,1.60683607734927,1.56935940253221,1.5383672015397,1.52096165688606,1.52329127376719,1.55149725679705,1.61074040331389,1.70074747469374,1.80880675759821,1.91287271854445,2.01532726849395,2.12109103121162,2.23617547097767,2.3653300160428,2.49900142629041,2.62868248785067
"club1","DK",1.98357975148716,1.95825799575173,1.93502981417314,1.91405584801084,1.89416689867078,1.87401281512452,1.85386296035523,1.83789447650788,1.8278125189121,1.82311740019044,1.82245345726118,1.82346512881397,1.8229979207455,1.81885615383689,1.81162876402325,1.80357080899915,1.79508442474752,1.78729228766504,1.78130338748514,1.77715764171722,1.77236295941441,1.76666621235421
"club1","SE",1.61288603563406,1.61642649408599,1.61966824202689,1.62188444377662,1.62215802356935,1.62090407879881,1.61976167512056,1.62231982088123,1.63143199367168,1.64614044722201,1.66078548105397,1.67108727817362,1.67603972173534,1.6749123073647,1.66754603973644,1.65448221043653,1.63823459716101,1.62213879831469,1.60849308956307,1.59733503941882,1.58628110431723,1.57528673083358
"club1","NL",1.65787600377841,1.63009620795368,1.60569545364227,1.5869468778691,1.5754178574498,1.57125183768402,1.57375316489118,1.58092924111264,1.58824045936582,1.5920999308121,1.59184108114641,1.58718836272788,1.57886162548226,1.56776917028069,1.55531588695832,1.54350427670262,1.53264295418242,1.52259083720481,1.51308614670746,1.50405947334572,1.49552494122531,1.48800730190311
"club1","AT",1.50047175451484,1.48492256273519,1.47023090453861,1.45732909443955,1.44767492380317,1.4428466875887,1.44418259291826,1.45174380376883,1.46308741986403,1.47487740568132,1.48426075655716,1.48701870236133,1.4801828168914,1.46422601968669,1.44276772756643,1.42052249519391,1.39916785978441,1.37829572326446,1.35617059319981,1.33233357044087,1.30911368401455,1.28829724026013
"club1","BE",1.41405656644434,1.40284275345293,1.39199259977803,1.38157863808028,1.37151373857449,1.36305688190563,1.35889706518448,1.36043025720195,1.36669272868782,1.37364234516048,1.37885169702672,1.38107921175214,1.37846682307348,1.37021769283847,1.3571273920844,1.34157720239094,1.32554150859424,1.3105401362832,1.29680685944237,1.28376608882259,1.27174916267317,1.26044852624604
"club1","DE",1.370205796943,1.3429476095164,1.31826314432412,1.2981696743251,1.28461007810326,1.27884266316662,1.28075344514851,1.29040009785033,1.30644255915771,1.32723652482806,1.34803908224043,1.36336617044985,1.37029200396396,1.36841592360659,1.35925463053884,1.34655734596359,1.33189290069854,1.3156016223869,1.29793348349149,1.27833423925155,1.25615312017563,1.23374472031381
"club1","MT",0.635221089343408,0.631683453522962,0.62790343541879,0.623623905495482,0.621003876534377,0.621542920448468,0.626944933450707,0.63759201113607,0.652221868525295,0.669279738628515,0.688135629562102,0.709920543600559,0.733604189396846,0.756979063900642,0.777755306960797,0.794491685737113,0.807635113704114,0.815695192025448,0.819005617489483,0.81989200778521,0.823120518347741,0.827676697046136
"club2","IT",1.31555956879541,1.28586293430569,1.25703458713339,1.22881673142832,1.20177799408941,1.17679856019715,1.15505380324334,1.13754506885965,1.12352870772128,1.11081901254088,1.09705479239347,1.08088431577514,1.06326060539005,1.0456254932618,1.02908106129309,1.01430904413112,1.00047827546073,0.986958471182488,0.973884673438233,0.962446064933773,0.955046345825539,0.949963408201886
"club2","CY",0.972512972529216,0.976296282280584,0.979687720000699,0.982766273540014,0.985027867362233,0.985666879242754,0.984593442695057,0.980917482619202,0.971517294208984,0.953728247519366,0.92828003392869,0.899103906291967,0.872842722835377,0.856900267220691,0.854122421649241,0.862333665267121,0.876200744074392,0.891681414906885,0.906138239657089,0.918456977023488,0.929526738833691,0.939587484352296
"club2","ES",1.04426973307047,1.03381727011955,1.02341407830763,1.01254174433726,1.00145714600853,0.99021931712957,0.979313237212127,0.969305381316732,0.959250747883689,0.947655198429688,0.935403969711634,0.924641064794438,0.917567071668412,0.914663964318983,0.914365739983975,0.91374845771494,0.909633912434142,0.900148963017788,0.885013538238522,0.866273068240095,0.849556036186808,0.835626626584525
"club2","SI",0.674701901846389,0.685700837334588,0.696352916604658,0.706956324364325,0.717620247414446,0.727924170113799,0.736633144434876,0.741636294269755,0.741093419986085,0.736823754154577,0.730533743687669,0.723817372951149,0.718899113945834,0.717160939487767,0.71860172280192,0.723288239656107,0.729942919684122,0.73663922484227,0.741824947180307,0.745175695364748,0.74745618264712,0.749001426249663
"club2","CZ",0.538435999004909,0.549097140282654,0.560247880373764,0.572190460025514,0.584572152476208,0.596005320440942,0.605555495822824,0.613112181285891,0.618678081805387,0.622866848129851,0.626235010025413,0.629265871176366,0.632868787403759,0.63772108803836,0.643693672318088,0.649644288350547,0.654454108166041,0.656483251614773,0.654750456024663,0.649067133053745,0.640971327042348,0.632602195812147
