"club","unit_name","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022"
"club2","EE",0.376421435999044,0.403522829428606,0.429369149776417,0.453244003659211,0.473752763062602,0.488065161935298,0.493897753518691,0.491653140076626,0.486697809779224,0.486008559917324,0.491539576938416,0.500790266565338,0.510656119849724,0.519474180422253,0.527035020424306,0.534570288360554,0.542546682028756,0.550337619310697,0.557315597310126,0.562567305543844,0.565103175781333,0.565589411353947
"club2","SK",0.373214791073242,0.387809706007662,0.402418234778672,0.417802754382661,0.434787766984213,0.453304005375597,0.47250356918422,0.490757202212886,0.507011582486968,0.521819001531801,0.534489635872301,0.544701653465454,0.552570681817222,0.558708550667781,0.563518211968151,0.567037968744198,0.569743645676144,0.571768946677066,0.572384627567295,0.571039812015981,0.567676282299989,0.563362463642643
"club2","LT",0.261518935098705,0.283623643414712,0.304935018918287,0.32501034546129,0.343604195509507,0.35982636773345,0.372741397627578,0.381419974633455,0.387406762977363,0.395709380068829,0.408121833487292,0.423052144292907,0.438024235103606,0.45124812696503,0.462561900944837,0.473312734192095,0.484257921816755,0.495255529055613,0.50555234730195,0.513986627943465,0.519562163968239,0.523444839027823
"club2","PL",0.302639113159544,0.307279444918147,0.312254634727925,0.318005612142175,0.325033626163174,0.333960854446439,0.345091010253008,0.358197342012522,0.372286108736047,0.385602822062309,0.397607468827823,0.407777700616023,0.416291015669964,0.423905951945341,0.431261930115259,0.43914531259578,0.448126352189784,0.458062520359653,0.468201388179521,0.478032946188856,0.487411296869477,0.496636346892741
"club3","PT",0.770600794699499,0.753779204573656,0.737852966474618,0.723600749607429,0.711533194669352,0.702283593090278,0.696502566082281,0.693824331829171,0.692235976741264,0.68888324983522,0.682780617508221,0.67542847061939,0.669057471279847,0.66456146832155,0.66210455965576,0.661486016678443,0.661533646937147,0.660712389360836,0.65796595202772,0.653540594497726,0.650044359369469,0.648245013481766
"club3","EL",0.854017259342443,0.871550941733573,0.887102358295037,0.898097150643393,0.903385779646969,0.903570637441694,0.8971161302904,0.882111937270263,0.855994432466106,0.817828879679573,0.773953964490887,0.73387406552713,0.702637046871204,0.680086392531208,0.663693808209402,0.651668595404011,0.642661080578122,0.635682178507444,0.62993842682322,0.625495214901301,0.62416004282692,0.624808645795991
"club3","HR",0.402948058355536,0.415400434508774,0.426658747233088,0.436032397575356,0.44354394473144,0.449084583640269,0.452443587888946,0.45315093774074,0.450685287347648,0.446042904849771,0.440817650318073,0.436051483921258,0.432615187266919,0.431018350550838,0.431926363728597,0.435307526414812,0.44030229782137,0.446421470272687,0.453794839998309,0.463130498503407,0.475812273131071,0.4895717807606
"club3","HU",0.391411001600928,0.401172268400983,0.409775182552608,0.416359910162858,0.420261574600124,0.421234200602626,0.420066570169033,0.418502217222883,0.417234473597937,0.417201686510577,0.419027743283035,0.422748340141494,0.428281005522842,0.434883351662131,0.441755568187965,0.448933233013069,0.456677055594644,0.464715075613071,0.472122509179665,0.478283267336008,0.483735485565292,0.488949937152464
"club3","LV",0.261394341166311,0.286319020756531,0.310541056774601,0.333908670173625,0.355331229015045,0.372292970329363,0.382194554325538,0.384271280572823,0.381841869779819,0.380744036320376,0.384892591998023,0.393972855232482,0.404720762481171,0.414894365832583,0.423693893583403,0.431036579313555,0.437096935714234,0.441954363406412,0.4455218722951,0.448366190017307,0.450629091533688,0.452459612887889
"club3","RO",0.186008239519916,0.19686875419394,0.207288206835328,0.217902985887515,0.228620687467793,0.239535077788434,0.250244605702377,0.259810018581146,0.266622714421986,0.271239582608413,0.275556140522157,0.280101823308796,0.284996456347169,0.290610322357872,0.297151515214194,0.305020710181906,0.313974598396564,0.322667773229718,0.329967585175789,0.335547732808544,0.339852665880045,0.343661888835792
"club3","BG",0.149659291875362,0.157231660078509,0.16456397780982,0.171836338902149,0.179165575108917,0.186459749868191,0.193702176383214,0.200760485257875,0.207052695465934,0.21241032728325,0.216916301912355,0.220327496869138,0.222661611240012,0.22439526647067,0.226102973022622,0.228119971302572,0.230596332293437,0.233793511404648,0.237907488952755,0.242937251076138,0.248984398638971,0.255739619731282
"divergent","FI",1.46178568101114,1.46368407081614,1.46601577864175,1.46867476376832,1.471018328244,1.47269627062244,1.47325874572905,1.4712853031195,1.46648410320204,1.46133902573552,1.45411552287994,1.44195754794368,1.4249207472878,1.4053329101262,1.38719660866036,1.37356154079284,1.36287486298186,1.35272337222307,1.34169963950811,1.32815637599009,1.31027631962452,1.29123353084981
"divergent","FR",1.37527996379794,1.35332466443512,1.33232531844345,1.31235717447503,1.29382758439162,1.27827209622488,1.26809954407828,1.2650651157022,1.2681062514348,1.27361003807013,1.27891588993057,1.28104640462208,1.27761117370824,1.26787060250863,1.25342291515922,1.23714925439939,1.22029872925986,1.20280538237652,1.1840535216749,1.16394942495584,1.14486863951485,1.12709403838177
