,GeoFips,GeoName,Year,Real GDP,Population,state,code,Real GDP per capita,log GDP per capita
269,18000,Indiana,2002,265345099999.99997,6155967.0,Indiana,IN,43103.723590461086,10.671364666570309
270,19000,Iowa,2002,123298200000.0,2934234.0,Iowa,IA,42020.57504616196,10.645914659363942
271,20000,Kansas,2002,116195000000.0,2713535.0,Kansas,KS,42820.52746693888,10.664772880305518
272,21000,Kentucky,2002,155643900000.0,4089875.0,Kentucky,KY,38055.90635410618,10.546811577369816
273,22000,Louisiana,2002,213079400000.0,4497267.0,Louisiana,LA,47379.753081149065,10.765950266241811
274,23000,Maine,2002,50910400000.0,1295960.0,Maine,ME,39283.92851631223,10.578570770611826
275,24000,Maryland,2002,270468400000.00003,5440389.0,Maryland,MD,49714.90090138776,10.814059984077938
276,25000,Massachusetts,2002,362581600000.0,6417206.0,Massachusetts,MA,56501.47431763917,10.942022010911595
277,26000,Michigan,2002,436802200000.0,10015710.0,Michigan,MI,43611.70600985851,10.683080879765729
278,27000,Minnesota,2002,253478400000.0,5018935.0,Minnesota,MN,50504.41976235994,10.829816131480527
279,28000,Mississippi,2002,88569400000.0,2858681.0,Mississippi,MS,30982.610511631065,10.341181374837568
280,29000,Missouri,2002,247437100000.0,5674825.0,Missouri,MO,43602.59567475649,10.682871961389749
281,30000,Montana,2002,32503700000.0,911667.0,Montana,MT,35653.039980606954,10.481589695155213
282,31000,Nebraska,2002,79179800000.0,1728292.0,Nebraska,NE,45813.90181751695,10.732342857178972
283,32000,Nevada,2002,110448600000.0,2173791.0,Nevada,NV,50809.2084289612,10.8358328854261
284,33000,New Hampshire,2002,59474600000.0,1269089.0,New Hampshire,NH,46864.01032551697,10.75500528939689
285,34000,New Jersey,2002,484657100000.0,8552643.0,New Jersey,NJ,56667.523711676025,10.944956551573613
286,35000,New Mexico,2002,73909600000.0,1855309.0,New Mexico,NM,39836.81424495866,10.592546744770308
287,36000,New York,2002,1106150800000.0,19137800.0,New York,NY,57799.26637335535,10.964731362077416
288,37000,North Carolina,2002,364870400000.0,8326201.0,North Carolina,NC,43821.95433427562,10.687890211294052
289,38000,North Dakota,2002,26290800000.0,638168.0,North Dakota,ND,41197.30227777012,10.626128054498894
290,39000,Ohio,2002,513215500000.0,11407889.0,Ohio,OH,44987.77118185494,10.714145980306988
291,40000,Oklahoma,2002,131293299999.99998,3489080.0,Oklahoma,OK,37629.77633072328,10.535550939661322
292,41000,Oregon,2002,138932500000.0,3513424.0,Oregon,OR,39543.33436556476,10.585152422090843
293,42000,Pennsylvania,2002,555055900000.0,12331031.0,Pennsylvania,PA,45012.935252534844,10.714705177502935
294,44000,Rhode Island,2002,47224500000.0,1065995.0,Rhode Island,RI,44300.86445058373,10.698759469400034
295,45000,South Carolina,2002,155275100000.0,4107795.0,South Carolina,SC,37800.10930438349,10.540067273253856
296,46000,South Dakota,2002,32784900000.0,760020.0,South Dakota,SD,43136.89113444383,10.672133852776224
297,47000,Tennessee,2002,240971700000.0,5795918.0,Tennessee,TN,41576.10580411938,10.635280901521469
298,48000,Texas,2002,1043566900000.0,21690325.0,Texas,TX,48112.09145091187,10.781288806018653
299,49000,Utah,2002,95383100000.0,2324815.0,Utah,UT,41028.253861059915,10.622016226915713
300,50000,Vermont,2002,24570100000.0,615442.0,Vermont,VT,39922.68970918462,10.594700105640225
301,51000,Virginia,2002,364932400000.0,7286873.0,Virginia,VA,50080.795973801105,10.82139289969322
302,53000,Washington,2002,307583200000.0,6052349.0,Washington,WA,50820.466565956456,10.836054437586764
303,54000,West Virginia,2002,62834100000.0,1805414.0,West Virginia,WV,34803.15318259413,10.45746327035308
304,55000,Wisconsin,2002,240543300000.0,5445162.0,Wisconsin,WI,44175.60028517058,10.695927885894
305,56000,Wyoming,2002,29777100000.0,500017.0,Wyoming,WY,59552.175226042316,10.994608101841637
306,01000,Alabama,2003,165134700000.0,4503491.0,Alabama,AL,36668.15366123747,10.509663909681521
307,02000,Alaska,2003,42355300000.0,648414.0,Alaska,AK,65321.384177392836,11.087074737573182
308,04000,Arizona,2003,234065900000.0,5510364.0,Arizona,AZ,42477.393507942485,10.656727295934052
309,05000,Arkansas,2003,96944500000.0,2724816.0,Arkansas,AR,35578.3656584518,10.479493025888587
310,06000,California,2003,1789998500000.0,35253159.0,California,CA,50775.54893733069,10.83517019756357
311,08000,Colorado,2003,237782300000.0,4528732.0,Colorado,CO,52505.27079102937,10.868668839559978
312,09000,Connecticut,2003,219186000000.0,3484336.0,Connecticut,CT,62906.10320015062,11.049398468190477
313,10000,Delaware,2003,57300000000.0,818003.0,Delaware,DE,70048.64285338807,11.156945177607284
314,11000,District of Columbia,2003,92921000000.0,568502.0,District of Columbia,DC,163448.85330218714,12.004255396540028
315,12000,Florida,2003,722374500000.0,17004085.0,Florida,FL,42482.40937398278,10.65684537215071
316,13000,Georgia,2003,411685600000.0,8622793.0,Georgia,GA,47743.88066604405,10.773606184105804
317,15000,Hawaii,2003,59978800000.0,1251154.0,Hawaii,HI,47938.782915612304,10.777680120006785
318,16000,Idaho,2003,48593700000.0,1363380.0,Idaho,ID,35642.0807111737,10.481282261226685
319,17000,Illinois,2003,658317300000.0,12556006.0,Illinois,IL,52430.47032631237,10.867243196083512
320,18000,Indiana,2003,277151600000.0,6196638.0,Indiana,IN,44726.124069213016,10.70831304096692
321,19000,Iowa,2003,128962300000.0,2941999.0,Iowa,IA,43834.92312539875,10.688186110294646
322,20000,Kansas,2003,118192500000.0,2723004.0,Kansas,KS,43405.18779994447,10.678334247505742
323,21000,Kentucky,2003,159990800000.0,4117170.0,Kentucky,KY,38859.41071172674,10.567705558424446
324,22000,Louisiana,2003,221774400000.0,4521042.0,Louisiana,LA,49053.82431749141,10.800673429691011
325,23000,Maine,2003,52209800000.0,1306513.0,Maine,ME,39961.17910805327,10.5956637395357
326,24000,Maryland,2003,278332000000.0,5496269.0,Maryland,MD,50640.170632114256,10.832500426324906
327,25000,Massachusetts,2003,369007400000.0,6422565.0,Massachusetts,MA,57454.833076815885,10.958754406401914
328,26000,Michigan,2003,443652200000.0,10041152.0,Michigan,MI,44183.396486777616,10.696104352397967
329,27000,Minnesota,2003,264165900000.00003,5053572.0,Minnesota,MN,52273.10504332382,10.864237273870764
330,28000,Mississippi,2003,92354700000.0,2868312.0,Mississippi,MS,32198.275501409888,10.379668174241498
331,29000,Missouri,2003,252677300000.0,5709403.0,Missouri,MO,44256.34343906009,10.697753994716823
332,30000,Montana,2003,33810500000.0,919630.0,Montana,MT,36765.32953470417,10.5123105478624
333,31000,Nebraska,2003,83773300000.0,1738643.0,Nebraska,NE,48183.15203293603,10.782764696049194
334,32000,Nevada,2003,115275400000.0,2248850.0,Nevada,NV,51259.710518709566,10.844660352588608
335,33000,New Hampshire,2003,61892700000.0,1279840.0,New Hampshire,NH,48359.71683960495,10.786422449451143
336,34000,New Jersey,2003,494703500000.0,8601402.0,New Jersey,NJ,57514.28662443634,10.95978865895729
337,35000,New Mexico,2003,76767500000.0,1877574.0,New Mexico,NM,40886.53762781121,10.618556134493788
338,36000,New York,2003,1110613100000.0,19175939.0,New York,NY,57917.01256454769,10.966766447078609
339,37000,North Carolina,2003,373987600000.0,8422501.0,North Carolina,NC,44403.39039437336,10.701071105738656
340,38000,North Dakota,2003,27870400000.0,638817.0,North Dakota,ND,43628.143897235044,10.683457723320334
341,39000,Ohio,2003,519939400000.0,11434788.0,Ohio,OH,45469.964113020724,10.724807257573545
342,40000,Oklahoma,2003,133417200000.00002,3504892.0,Oklahoma,OK,38065.99461552596,10.547076632796712
343,41000,Oregon,2003,144802800000.0,3547376.0,Oregon,OR,40819.6932042163,10.616919920515315
344,42000,Pennsylvania,2003,568242400000.0,12374658.0,Pennsylvania,PA,45919.846835363045,10.734652695521053
345,44000,Rhode Island,2003,48571100000.0,1071342.0,Rhode Island,RI,45336.68987120826,10.721871914585812
346,45000,South Carolina,2003,161269300000.0,4150297.0,South Carolina,SC,38857.29141793949,10.567651019471308
347,46000,South Dakota,2003,32979100000.0,763729.0,South Dakota,SD,43181.67831783264,10.673171571257708
348,47000,Tennessee,2003,248993800000.0,5847812.0,Tennessee,TN,42578.96799691919,10.659115701350542
349,48000,Texas,2003,1050609399999.9999,22030931.0,Texas,TX,47687.9256714117,10.772433514255109
350,49000,Utah,2003,97017300000.0,2360137.0,Utah,UT,41106.63914849011,10.62392492389833
351,50000,Vermont,2003,25464900000.0,617858.0,Vermont,VT,41214.80987540827,10.62655293374162
352,51000,Virginia,2003,377723800000.0,7366977.0,Virginia,VA,51272.56403813939,10.844911074023448
353,53000,Washington,2003,312556400000.0,6104115.0,Washington,WA,51204.21224043125,10.843577077964504
354,54000,West Virginia,2003,63145500000.0,1812295.0,West Virginia,WV,34842.837396781426,10.458602868430498
355,55000,Wisconsin,2003,247766100000.0,5479203.0,Wisconsin,WI,45219.36858335054,10.71928078251799
356,56000,Wyoming,2003,30673200000.0,503453.0,Wyoming,WY,60925.64747851338,11.017409505905354
357,01000,Alabama,2004,176625000000.0,4530729.0,Alabama,AL,38983.792674423916,10.570901266286953
358,02000,Alaska,2004,44055000000.0,659286.0,Alaska,AK,66822.28956780517,11.109791980031975
359,04000,Arizona,2004,244317300000.0,5652404.0,Arizona,AZ,43223.608928165784,10.674142127920641
360,05000,Arkansas,2004,101733600000.0,2749686.0,Arkansas,AR,36998.26089233461,10.518626187611815
361,06000,California,2004,1850904500000.0,35574576.0,California,CA,52028.85622586198,10.859553771068704
362,08000,Colorado,2004,240747600000.0,4575013.0,Colorado,CO,52622.2767017274,10.870894820509829
363,09000,Connecticut,2004,233426500000.0,3496094.0,Connecticut,CT,66767.79857749821,11.10897618607472
364,10000,Delaware,2004,60069900000.0,830803.0,Delaware,DE,72303.42211089753,11.188626739127661
365,11000,District of Columbia,2004,97463500000.0,567754.0,District of Columbia,DC,171665.01689111834,12.053300280588584
366,12000,Florida,2004,769140500000.0,17415318.0,Florida,FL,44164.596937018316,10.695678772838896
367,13000,Georgia,2004,428555200000.0,8769252.0,Georgia,GA,48870.21150720723,10.796923318210784
368,15000,Hawaii,2004,63318100000.0,1273569.0,Hawaii,HI,49717.05498484966,10.814103311868143
369,16000,Idaho,2004,51815100000.0,1391802.0,Idaho,ID,37228.78685330241,10.524837581143869
370,17000,Illinois,2004,676805900000.0,12589773.0,Illinois,IL,53758.387859733455,10.892254987019218
371,18000,Indiana,2004,287655900000.0,6233007.0,Indiana,IN,46150.42145789344,10.739661372238018
372,19000,Iowa,2004,139978100000.0,2953635.0,Iowa,IA,47391.80704454003,10.766204645581773
373,20000,Kansas,2004,119391600000.0,2734373.0,Kansas,KS,43663.24565083111,10.684261966572041
374,21000,Kentucky,2004,164650200000.0,4146101.0,Kentucky,KY,39712.05718336336,10.589410127955034
375,22000,Louisiana,2004,232712800000.0,4552238.0,Louisiana,LA,51120.52577215866,10.841941374056402
376,23000,Maine,2004,54256000000.0,1313688.0,Maine,ME,41300.52188952019,10.628630415419408
377,24000,Maryland,2004,290284600000.0,5546935.0,Maryland,MD,52332.4322350992,10.865371577076502
378,25000,Massachusetts,2004,379086100000.0,6412281.0,Massachusetts,MA,59118.759767390104,10.987303577177919
379,26000,Michigan,2004,448888300000.0,10055315.0,Michigan,MI,44641.893366841316,10.706428010287489
380,27000,Minnesota,2004,275560100000.0,5087713.0,Minnesota,MN,54161.879807292586,10.89973261539027
381,28000,Mississippi,2004,94482600000.0,2889010.0,Mississippi,MS,32704.14432625709,10.395257086660814
382,29000,Missouri,2004,259741400000.0,5747741.0,Missouri,MO,45190.17123422924,10.71863489160437
383,30000,Montana,2004,35528600000.0,930009.0,Montana,MT,38202.425998027975,10.550654300379911
384,31000,Nebraska,2004,85987100000.0,1749370.0,Nebraska,NE,49153.1808593951,10.802696840864654
385,32000,Nevada,2004,127325600000.0,2346222.0,Nevada,NV,54268.35141772603,10.901696489181749
386,33000,New Hampshire,2004,64408600000.0,1290121.0,New Hampshire,NH,49924.46444945862,10.818266431125
387,34000,New Jersey,2004,498245200000.0,8634561.0,New Jersey,NJ,57703.593732211746,10.963074733610611
388,35000,New Mexico,2004,83038700000.0,1903808.0,New Mexico,NM,43617.16097421589,10.68320595222289
389,36000,New York,2004,1144125100000.0,19171567.0,New York,NY,59678.225572275864,10.996722502067595
390,37000,North Carolina,2004,389210100000.0,8553152.0,North Carolina,NC,45504.873524988216,10.72557470964243
391,38000,North Dakota,2004,28284100000.0,644705.0,North Dakota,ND,43871.38303565197,10.689017519436115
392,39000,Ohio,2004,534064600000.0,11452251.0,Ohio,OH,46634.028541637796,10.7500857798437
393,40000,Oklahoma,2004,138096800000.0,3525233.0,Oklahoma,OK,39173.80780220768,10.575763634143595
394,41000,Oregon,2004,152001100000.0,3569463.0,Oregon,OR,42583.74438956224,10.6592278723351
395,42000,Pennsylvania,2004,584328300000.0,12410722.0,Pennsylvania,PA,47082.53879186078,10.759657484981073
396,44000,Rhode Island,2004,50513800000.0,1074579.0,Rhode Island,RI,47007.99103648964,10.758072888293055
397,45000,South Carolina,2004,164083400000.0,4210921.0,South Carolina,SC,38966.154910054116,10.570448725516437
398,46000,South Dakota,2004,34269600000.0,770396.0,South Dakota,SD,44483.09700465734,10.702864553403892
399,47000,Tennessee,2004,260553500000.0,5910809.0,Tennessee,TN,44080.852553347606,10.693780784686666
400,48000,Texas,2004,1109477000000.0,22394023.0,Texas,TX,49543.44290885117,10.810605198183032
401,49000,Utah,2004,102846700000.0,2401580.0,Utah,UT,42824.59880578619,10.664867954923947
402,50000,Vermont,2004,26855200000.0,619920.0,Vermont,VT,43320.42844237966,10.67637959124099
403,51000,Virginia,2004,392941300000.0,7475575.0,Virginia,VA,52563.35465833732,10.869774476432575
404,53000,Washington,2004,319848900000.0,6178645.0,Washington,WA,51766.8356087783,10.854504983994154
405,54000,West Virginia,2004,64159800000.0,1816438.0,West Virginia,WV,35321.767106832165,10.472254684803636
406,55000,Wisconsin,2004,256167400000.0,5514026.0,Wisconsin,WI,46457.41605135703,10.746291388147455
407,56000,Wyoming,2004,31695700000.0,509106.0,Wyoming,WY,62257.56522217377,11.039035336616296
408,01000,Alabama,2005,184369500000.0,4569805.0,Alabama,AL,40345.15695965145,10.605226640711313
409,02000,Alaska,2005,45657100000.0,666946.0,Alaska,AK,68456.9665310235,11.133960601009314
410,04000,Arizona,2005,262326000000.0,5839077.0,Arizona,AZ,44925.936068320385,10.712770547679995
411,05000,Arkansas,2005,105980000000.0,2781097.0,Arkansas,AR,38107.264867065045,10.54816022186347
412,06000,California,2005,1926842100000.0,35827943.0,California,CA,53780.42775160159,10.892664883521265
413,08000,Colorado,2005,251558400000.0,4631888.0,Colorado,CO,54310.12148825706,10.90246588796723
414,09000,Connecticut,2005,238549500000.0,3506956.0,Connecticut,CT,68021.81150832801,11.127583690201975
415,10000,Delaware,2005,59335100000.0,845150.0,Delaware,DE,70206.59054605692,11.159197468029687
416,11000,District of Columbia,2005,99480700000.0,567136.0,District of Columbia,DC,175408.8966314958,12.074875079592262
417,12000,Florida,2005,815755800000.0,17842038.0,Florida,FL,45720.99891279236,10.730312966156344
418,13000,Georgia,2005,447152900000.0,8925922.0,Georgia,GA,50095.99008371348,10.821696245620492
419,15000,Hawaii,2005,67123899999.99999,1292729.0,Hawaii,HI,51924.1851927202,10.85753995661773
420,16000,Idaho,2005,56043000000.0,1428241.0,Idaho,ID,39239.176021413754,10.577430915023909
421,17000,Illinois,2005,687706600000.0,12609903.0,Illinois,IL,54537.02538393832,10.90663511483041
422,18000,Indiana,2005,290328200000.0,6278616.0,Indiana,IN,46240.79574224638,10.741617712156803
423,19000,Iowa,2005,144577300000.0,2964454.0,Iowa,IA,48770.296317635555,10.794876724503471
424,20000,Kansas,2005,123949800000.0,2745299.0,Kansas,KS,45149.836138067294,10.717741929559859
425,21000,Kentucky,2005,171180300000.0,4182742.0,Kentucky,KY,40925.37861527199,10.61950565363874
426,22000,Louisiana,2005,247773200000.0,4576628.0,Louisiana,LA,54138.811369418705,10.899306608169594
427,23000,Maine,2005,54926900000.0,1318787.0,Maine,ME,41649.56130140804,10.637046114560118
428,24000,Maryland,2005,301660600000.0,5592379.0,Maryland,MD,53941.37271454599,10.895653045286217
429,25000,Massachusetts,2005,386803500000.0,6403290.0,Massachusetts,MA,60406.99390469587,11.008860170343503
430,26000,Michigan,2005,457137700000.0,10051137.0,Michigan,MI,45481.19282425461,10.72505417496677
431,27000,Minnesota,2005,284636900000.0,5119598.0,Minnesota,MN,55597.509804480746,10.92589369154648
432,28000,Mississippi,2005,96820700000.0,2905943.0,Mississippi,MS,33318.1690074444,10.413858143013504
433,29000,Missouri,2005,265735099999.99997,5790300.0,Missouri,MO,45893.14888693159,10.734071123185373
434,30000,Montana,2005,37373900000.0,940102.0,Montana,MT,39755.15422794548,10.59049477778839
435,31000,Nebraska,2005,89309100000.0,1761497.0,Nebraska,NE,50700.68243090962,10.83369464966442
436,32000,Nevada,2005,137508800000.0,2432143.0,Nevada,NV,56538.122963986905,10.942670432323439
437,33000,New Hampshire,2005,65034400000.0,1298492.0,New Hampshire,NH,50084.55962762959,10.821468048507052
438,34000,New Jersey,2005,507894700000.0,8651974.0,New Jersey,NJ,58702.7538455386,10.980241918609098
439,35000,New Mexico,2005,84034400000.0,1932274.0,New Mexico,NM,43489.89843055385,10.680283970122272
440,36000,New York,2005,1168891100000.0,19132610.0,New York,NY,61094.17899596553,11.02017187050607
441,37000,North Carolina,2005,409003900000.0,8705407.0,North Carolina,NC,46982.743023962,10.75753564356596
442,38000,North Dakota,2005,29345200000.0,646089.0,North Dakota,ND,45419.74867239653,10.72370228223157
443,39000,Ohio,2005,545968699999.99994,11463320.0,Ohio,OH,47627.44998831054,10.771164554429946
444,40000,Oklahoma,2005,143471100000.0,3548597.0,Oklahoma,OK,40430.372905122786,10.607336586067987
445,41000,Oregon,2005,158163400000.0,3613202.0,Oregon,OR,43773.74971009094,10.686789595012085
446,42000,Pennsylvania,2005,594855100000.0,12449990.0,Pennsylvania,PA,47779.564481577894,10.774353305760357
447,44000,Rhode Island,2005,51369700000.0,1067916.0,Rhode Island,RI,48102.75340008015,10.78109469770043
448,45000,South Carolina,2005,169488500000.0,4270150.0,South Carolina,SC,39691.46282917462,10.588891401464135
449,46000,South Dakota,2005,35842200000.0,775493.0,South Dakota,SD,46218.59900734114,10.741137571974363
450,47000,Tennessee,2005,268391700000.0,5991057.0,Tennessee,TN,44798.72249588011,10.709934902279533
451,48000,Texas,2005,1141373700000.0,22778123.0,Texas,TX,50108.32982155729,10.821942537155984
452,49000,Utah,2005,110046400000.0,2457719.0,Utah,UT,44775.82669133453,10.709423689993187
453,50000,Vermont,2005,26995600000.0,621215.0,Vermont,VT,43456.13032524971,10.67950720993011
454,51000,Virginia,2005,412084600000.0,7577105.0,Virginia,VA,54385.4941960023,10.903852746477604
455,53000,Washington,2005,340428000000.0,6257305.0,Washington,WA,54404.89156274147,10.904209347234362
456,54000,West Virginia,2005,65678399999.99999,1820492.0,West Virginia,WV,36077.280207768,10.493418589067103
457,55000,Wisconsin,2005,263698599999.99997,5546166.0,Wisconsin,WI,47546.106625730274,10.769455185036158
458,56000,Wyoming,2005,33484000000.0,514157.0,Wyoming,WY,65124.07688702089,11.084049604475684
459,01000,Alabama,2006,187270800000.0,4628981.0,Alabama,AL,40456.16086996253,10.607974219169812
460,02000,Alaska,2006,49190200000.0,675302.0,Alaska,AK,72841.7804182425,11.196044976407217
461,04000,Arizona,2006,274179400000.00003,6029141.0,Arizona,AZ,45475.698776989964,10.724933369447264
462,05000,Arkansas,2006,108460600000.0,2821761.0,Arkansas,AR,38437.20286728749,10.556781094237044
463,06000,California,2006,2002437400000.0,36021202.0,California,CA,55590.521382379186,10.925767986971335
464,08000,Colorado,2006,257430200000.0,4720423.0,Colorado,CO,54535.40922074144,10.906605480153182
465,09000,Connecticut,2006,248233800000.0,3517460.0,Connecticut,CT,70571.88994331137,11.164387184751634
466,10000,Delaware,2006,60624300000.0,859268.0,Delaware,DE,70553.42454275033,11.164125496751382
467,11000,District of Columbia,2006,99805500000.0,570681.0,District of Columbia,DC,174888.42277910077,12.071903465443036
468,12000,Florida,2006,839963800000.0,18166990.0,Florida,FL,46235.71653862308,10.741507863644934
469,13000,Georgia,2006,453032100000.0,9155813.0,Georgia,GA,49480.27007541548,10.80932928476589
470,15000,Hawaii,2006,68759300000.0,1309731.0,Hawaii,HI,52498.79555420159,10.868545506491817
471,16000,Idaho,2006,57613700000.0,1468669.0,Idaho,ID,39228.51234689369,10.577159117171636
472,17000,Illinois,2006,704827600000.0,12643955.0,Illinois,IL,55744.23509099803,10.928529277536054
473,18000,Indiana,2006,296112700000.0,6332669.0,Indiana,IN,46759.5416719238,10.752773613825473
474,19000,Iowa,2006,146555300000.0,2982644.0,Iowa,IA,49136.0350078655,10.80234795514912
475,20000,Kansas,2006,130364500000.0,2762931.0,Kansas,KS,47183.407765159536,10.761797579373189
476,21000,Kentucky,2006,175657700000.0,4219239.0,Kentucky,KY,41632.55506502476,10.636637713876715
477,22000,Louisiana,2006,245500200000.0,4302665.0,Louisiana,LA,57057.70725817604,10.95181844271548
478,23000,Maine,2006,55448400000.0,1323619.0,Maine,ME,41891.511076828,10.64283848578578
479,24000,Maryland,2006,305794100000.0,5627367.0,Maryland,MD,54340.52906092672,10.903025619055997
480,25000,Massachusetts,2006,395535800000.0,6410084.0,Massachusetts,MA,61705.24442425404,11.030124205053639
481,26000,Michigan,2006,449853500000.0,10036081.0,Michigan,MI,44823.6218898592,10.710490553770027
482,27000,Minnesota,2006,284382000000.0,5163555.0,Minnesota,MN,55074.846689925835,10.916448388006675
483,28000,Mississippi,2006,99005800000.0,2904978.0,Mississippi,MS,34081.42849963063,10.436507896133772
484,29000,Missouri,2006,267221099999.99997,5842704.0,Missouri,MO,45735.86134091338,10.730637981211762
485,30000,Montana,2006,38577600000.0,952692.0,Montana,MT,40493.2549029487,10.608890693618166
486,31000,Nebraska,2006,91832700000.0,1772693.0,Nebraska,NE,51804.063083681154,10.855223863080385
487,32000,Nevada,2006,142967100000.0,2522658.0,Nevada,NV,56673.19945866622,10.945056705284232
488,33000,New Hampshire,2006,66628200000.0,1308389.0,New Hampshire,NH,50923.84604272888,10.83808658090167
489,34000,New Jersey,2006,516681400000.0,8661679.0,New Jersey,NJ,59651.414004144,10.99627313226009
490,35000,New Mexico,2006,86058400000.0,1962137.0,New Mexico,NM,43859.52662836489,10.6887472291267
491,36000,New York,2006,1199276900000.0,19104631.0,New York,NY,62774.14622664002,11.047298583401876
492,37000,North Carolina,2006,434209200000.0,8917270.0,North Carolina,NC,48693.0641328568,10.79329187865807
493,38000,North Dakota,2006,30590100000.0,649422.0,North Dakota,ND,47103.57825882092,10.76010424864368
494,39000,Ohio,2006,545504100000.0,11481213.0,Ohio,OH,47512.75845156779,10.76875355293686
495,40000,Oklahoma,2006,152857700000.0,3594090.0,Oklahoma,OK,42530.29278621292,10.65797187245189
496,41000,Oregon,2006,166107200000.0,3670883.0,Oregon,OR,45249.93033011403,10.719956409460899
497,42000,Pennsylvania,2006,597219200000.0,12510809.0,Pennsylvania,PA,47736.25750341165,10.773446503510556
498,44000,Rhode Island,2006,52899600000.0,1063096.0,Rhode Island,RI,49759.9464206431,10.814965650656916
499,45000,South Carolina,2006,173370900000.0,4357847.0,South Carolina,SC,39783.613330160515,10.591210381117515
500,46000,South Dakota,2006,36350800000.0,783033.0,South Dakota,SD,46423.07540039819,10.745551929258147
501,47000,Tennessee,2006,274879200000.0,6088766.0,Tennessee,TN,45145.30530488444,10.717641573480579
502,48000,Texas,2006,1228547300000.0,23359580.0,Texas,TX,52592.867679983974,10.870335794094341
503,49000,Utah,2006,118482300000.0,2525507.0,Utah,UT,46914.263155873254,10.756077026661842
504,50000,Vermont,2006,27128800000.0,622892.0,Vermont,VT,43552.97547568439,10.681733303154173
505,51000,Virginia,2006,419870600000.0,7673725.0,Virginia,VA,54715.356622761436,10.909899691655692
506,53000,Washington,2006,353263500000.0,6370753.0,Washington,WA,55450.8234740854,10.923251843418203
507,54000,West Virginia,2006,66861399999.99999,1827912.0,West Virginia,WV,36578.01907312824,10.50720276720154
508,55000,Wisconsin,2006,268246400000.00003,5577655.0,Wisconsin,WI,48093.04268550135,10.780892802919016
509,56000,Wyoming,2006,37813400000.0,522667.0,Wyoming,WY,72347.02018684938,11.18922954512783
510,01000,Alabama,2007,189002500000.0,4672840.0,Alabama,AL,40447.03007164808,10.607748497582149
511,02000,Alaska,2007,51721000000.0,680300.0,Alaska,AK,76026.75290313097,11.238840569210122
512,04000,Arizona,2007,283250700000.0,6167681.0,Arizona,AZ,45924.99190538551,10.734764733826054
513,05000,Arkansas,2007,107606100000.0,2848650.0,Arkansas,AR,37774.41946185035,10.539387418706509
514,06000,California,2007,2041192200000.0,36250311.0,California,CA,56308.26725872779,10.938596646308827
515,08000,Colorado,2007,266887500000.0,4803868.0,Colorado,CO,55556.792984320135,10.925161073537817
516,09000,Connecticut,2007,257953000000.0,3527270.0,Connecticut,CT,73131.0616992745,11.200008476131368
517,10000,Delaware,2007,60477900000.0,871749.0,Delaware,DE,69375.35919169393,11.147287028573263
518,11000,District of Columbia,2007,102738700000.0,574404.0,District of Columbia,DC,178861.39372288494,12.094366448125683
519,12000,Florida,2007,850048600000.0,18367842.0,Florida,FL,46279.17639970988,10.742447385118792
520,13000,Georgia,2007,455904000000.0,9349988.0,Georgia,GA,48759.84867574162,10.794662480139646
521,15000,Hawaii,2007,70080400000.0,1315675.0,Hawaii,HI,53265.738119216374,10.8830485914395
522,16000,Idaho,2007,58670900000.0,1505105.0,Idaho,ID,38981.267087678265,10.570836478630682
523,17000,Illinois,2007,712619800000.0,12695866.0,Illinois,IL,56130.06627511664,10.935426888678762
524,18000,Indiana,2007,304085700000.0,6379599.0,Indiana,IN,47665.33131627866,10.771959605837722
525,19000,Iowa,2007,152861800000.0,2999212.0,Iowa,IA,50967.32074958356,10.838939936709865
526,20000,Kansas,2007,137093600000.0,2783785.0,Kansas,KS,49247.19401821621,10.804607670727723
527,21000,Kentucky,2007,174407300000.0,4256672.0,Kentucky,KY,40972.689462566064,10.620661013067044
528,22000,Louisiana,2007,230367700000.0,4375581.0,Louisiana,LA,52648.48256722936,10.87139269601154
529,23000,Maine,2007,55359900000.0,1327040.0,Maine,ME,41716.8284301905,10.63865988585566
530,24000,Maryland,2007,306755800000.0,5653408.0,Maryland,MD,54260.332882395895,10.901548721144268
531,25000,Massachusetts,2007,406421200000.0,6431559.0,Massachusetts,MA,63191.70826233577,11.053928373146926
532,26000,Michigan,2007,446943200000.0,10001284.0,Michigan,MI,44688.58198607299,10.70747331141901
533,27000,Minnesota,2007,286299200000.0,5207203.0,Minnesota,MN,54981.378678726374,10.91474983740932
534,28000,Mississippi,2007,100211800000.0,2928350.0,Mississippi,MS,34221.250875066165,10.440602100695878
535,29000,Missouri,2007,267691200000.0,5887612.0,Missouri,MO,45466.854813122874,10.724738873833365
536,30000,Montana,2007,40438300000.0,964706.0,Montana,MT,41917.74488807989,10.643464521939107
537,31000,Nebraska,2007,93910800000.0,1783440.0,Nebraska,NE,52657.11209796797,10.871556591021779
538,32000,Nevada,2007,144107100000.0,2601072.0,Nevada,NV,55402.96462381664,10.922388384368885
539,33000,New Hampshire,2007,66853600000.00001,1312540.0,New Hampshire,NH,50934.523900224,10.838296241777654
540,34000,New Jersey,2007,520898300000.0,8677885.0,New Jersey,NJ,60025.951023780566,11.002532264758704
541,35000,New Mexico,2007,86738800000.0,1990070.0,New Mexico,NM,43585.80351444924,10.682486768848744
542,36000,New York,2007,1208564600000.0,19132335.0,New York,NY,63168.69320968925,11.05356409679717
